Bla	Dre	mm_cat	dre_cat
BL24765	ENSDARG00000012247	1-2	4
BL24765	ENSDARG00000051819	1-2	4
BL24765	ENSDARG00000057286	1-2	4
BL03193	ENSDARG00000088981	1-1	1
BL07666	ENSDARG00000055563	1-1	1
BL01620	ENSDARG00000021141	1-2	1
BL01627	ENSDARG00000019845	1-4	5
BL01627	ENSDARG00000068973	1-4	5
BL01627	ENSDARG00000014248	1-4	5
BL01627	ENSDARG00000011023	1-4	5
BL01627	ENSDARG00000069956	1-4	5
BL06532	ENSDARG00000055970	1-1	2
BL06532	ENSDARG00000008703	1-1	2
BL10303	ENSDARG00000073744	1-3	3
BL10303	ENSDARG00000019613	1-3	3
BL10303	ENSDARG00000008310	1-3	3
BL10307	ENSDARG00000062549	1-1	1
BL10306	ENSDARG00000060620	1-1	1
BL10304	ENSDARG00000071211	1-1	1
BL24595	ENSDARG00000044781	1-2	1
BL24592	ENSDARG00000060758	1-1	1
BL96891	ENSDARG00000007398	1-1	1
BL23337	ENSDARG00000037318	1-1	1
BL23330	ENSDARG00000045513	1-1	1
BL23332	ENSDARG00000091503	1-1	1
BL04709	ENSDARG00000057021	1-1	1
BL16070	ENSDARG00000102645	1-1	1
BL12791	ENSDARG00000087191	1-1	1
BL12796	ENSDARG00000059789	1-2	2
BL12796	ENSDARG00000070473	1-2	2
BL20989	ENSDARG00000101792	1-2	2
BL20989	ENSDARG00000098821	1-2	2
BL17678	ENSDARG00000068415	1-1	1
BL17676	ENSDARG00000078592	1-1	1
BL17674	ENSDARG00000069099	1-1	1
BL17675	ENSDARG00000041481	1-1	1
BL95723	ENSDARG00000040277	1-2	2
BL95723	ENSDARG00000075172	1-2	2
BL95724	ENSDARG00000035546	1-1	1
BL23110	ENSDARG00000039130	1-1	1
BL23117	ENSDARG00000078571	1-1	1
BL23118	ENSDARG00000102009	1-4	5
BL23118	ENSDARG00000099221	1-4	5
BL23118	ENSDARG00000100093	1-4	5
BL23118	ENSDARG00000006624	1-4	5
BL23118	ENSDARG00000062277	1-4	5
BL14328	ENSDARG00000037350	1-2	1
BL14322	ENSDARG00000079588	1-2	2
BL14322	ENSDARG00000018985	1-2	2
BL14326	ENSDARG00000053166	1-2	2
BL14326	ENSDARG00000022690	1-2	2
BL09395	ENSDARG00000056871	1-1	1
BL22643	ENSDARG00000062445	1-4	4
BL22643	ENSDARG00000092979	1-4	4
BL22643	ENSDARG00000036094	1-4	4
BL22643	ENSDARG00000007081	1-4	4
BL22391	ENSDARG00000103099	1-1	1
BL22390	ENSDARG00000044420	1-2	2
BL22390	ENSDARG00000038309	1-2	2
BL11915	ENSDARG00000012741	1-1	2
BL11915	ENSDARG00000005625	1-1	2
BL11914	ENSDARG00000039699	1-1	1
BL11911	ENSDARG00000023648	1-2	1
BL24569	ENSDARG00000029415	1-1	1
BL08110	ENSDARG00000045487	1-1	1
BL08116	ENSDARG00000014939	1-4	4
BL08116	ENSDARG00000023546	1-4	4
BL08116	ENSDARG00000019753	1-4	4
BL08116	ENSDARG00000086091	1-4	4
BL23932	ENSDARG00000057855	1-1	1
BL23930	ENSDARG00000000747	1-1	1
BL23936	ENSDARG00000069157	1-1	1
BL23937	ENSDARG00000101216	1-1	1
BL19859	ENSDARG00000036645	1-2	2
BL19859	ENSDARG00000090687	1-2	2
BL01422	ENSDARG00000040778	1-2	3
BL01422	ENSDARG00000016253	1-2	3
BL01422	ENSDARG00000045463	1-2	3
BL01424	ENSDARG00000075677	1-1	1
BL01426	ENSDARG00000035146	1-1	1
BL01428	ENSDARG00000035605	1-1	1
BL01429	ENSDARG00000052374	1-1	1
BL83587	ENSDARG00000042054	1-1	2
BL83587	ENSDARG00000104516	1-1	2
BL01392	ENSDARG00000077776	1-1	1
BL01390	ENSDARG00000024209	1-3	5
BL01390	ENSDARG00000023940	1-3	5
BL01390	ENSDARG00000059466	1-3	5
BL01390	ENSDARG00000062948	1-3	5
BL01390	ENSDARG00000069600	1-3	5
BL27131	ENSDARG00000007823	1-2	3
BL27131	ENSDARG00000040137	1-2	3
BL27131	ENSDARG00000020133	1-2	3
BL15805	ENSDARG00000034643	1-3	5
BL15805	ENSDARG00000014805	1-3	5
BL15805	ENSDARG00000042018	1-3	5
BL15805	ENSDARG00000003991	1-3	5
BL15805	ENSDARG00000104315	1-3	5
BL15803	ENSDARG00000078995	1-1	1
BL15800	ENSDARG00000018944	1-1	1
BL17534	ENSDARG00000077330	1-2	2
BL17534	ENSDARG00000089917	1-2	2
BL05896	ENSDARG00000053828	1-1	1
BL05893	ENSDARG00000032704	1-1	1
BL21267	ENSDARG00000101560	1-1	1
BL21269	ENSDARG00000033175	1-1	1
BL30365	ENSDARG00000074757	1-1	1
BL09770	ENSDARG00000067608	1-1	1
BL09775	ENSDARG00000022614	1-1	1
BL04856	ENSDARG00000055443	1-1	1
BL04855	ENSDARG00000101961	1-1	1
BL18846	ENSDARG00000102506	1-1	1
BL18848	ENSDARG00000030340	1-1	2
BL18848	ENSDARG00000005776	1-1	2
BL18849	ENSDARG00000058140	1-1	1
BL12802	ENSDARG00000079973	1-1	1
BL12801	ENSDARG00000070069	1-2	3
BL12801	ENSDARG00000042785	1-2	3
BL12801	ENSDARG00000036194	1-2	3
BL12807	ENSDARG00000073696	1-1	1
BL12804	ENSDARG00000039279	1-1	1
BL12805	ENSDARG00000008880	1-2	2
BL12805	ENSDARG00000012314	1-2	2
BL95296	ENSDARG00000027129	1-1	1
BL01982	ENSDARG00000069501	1-1	1
BL01988	ENSDARG00000031891	1-2	1
BL02989	ENSDARG00000010280	1-2	2
BL02989	ENSDARG00000020345	1-2	2
BL10512	ENSDARG00000079391	1-1	1
BL10510	ENSDARG00000067670	1-1	1
BL10511	ENSDARG00000036999	1-3	3
BL10511	ENSDARG00000044417	1-3	3
BL10511	ENSDARG00000042846	1-3	3
BL10519	ENSDARG00000007901	1-1	1
BL00165	ENSDARG00000060922	1-1	1
BL16919	ENSDARG00000054456	1-2	1
BL16915	ENSDARG00000078077	1-1	1
BL16916	ENSDARG00000014550	1-2	2
BL16916	ENSDARG00000005883	1-2	2
BL00295	ENSDARG00000031496	1-1	1
BL00296	ENSDARG00000031681	1-1	1
BL00297	ENSDARG00000061375	1-1	1
BL00298	ENSDARG00000090481	1-3	2
BL00298	ENSDARG00000086589	1-3	2
BL05669	ENSDARG00000052553	1-1	1
BL04133	ENSDARG00000017006	1-2	2
BL04133	ENSDARG00000003789	1-2	2
BL04135	ENSDARG00000007045	1-1	2
BL04135	ENSDARG00000007639	1-1	2
BL04137	ENSDARG00000037955	1-1	1
BL11640	ENSDARG00000043624	1-1	1
BL00834	ENSDARG00000069496	1-1	1
BL00831	ENSDARG00000000542	1-1	1
BL00832	ENSDARG00000018658	1-1	1
BL00833	ENSDARG00000104276	1-1	1
BL02470	ENSDARG00000022218	1-2	3
BL02470	ENSDARG00000006074	1-2	3
BL02470	ENSDARG00000022213	1-2	3
BL12345	ENSDARG00000100274	1-2	1
BL95887	ENSDARG00000056334	1-1	1
BL58667	ENSDARG00000044191	1-2	3
BL58667	ENSDARG00000022550	1-2	3
BL58667	ENSDARG00000076111	1-2	3
BL17735	ENSDARG00000098786	1-1	1
BL17732	ENSDARG00000028322	1-1	1
BL17730	ENSDARG00000075917	1-1	1
BL14428	ENSDARG00000019451	1-1	1
BL13436	ENSDARG00000059841	1-1	1
BL13437	ENSDARG00000032237	1-1	1
BL15778	ENSDARG00000075403	1-1	1
BL15775	ENSDARG00000077306	1-1	1
BL17881	ENSDARG00000004517	1-1	1
BL23095	ENSDARG00000023584	1-1	1
BL23096	ENSDARG00000052465	1-1	1
BL23091	ENSDARG00000014230	1-1	1
BL14286	ENSDARG00000101848	1-1	1
BL14287	ENSDARG00000069280	1-1	1
BL15481	ENSDARG00000059209	1-1	1
BL15487	ENSDARG00000013938	1-2	1
BL15489	ENSDARG00000015325	1-2	1
BL18826	ENSDARG00000079244	1-1	1
BL20156	ENSDARG00000038976	1-1	1
BL22059	ENSDARG00000039241	1-3	4
BL22059	ENSDARG00000099841	1-3	4
BL22059	ENSDARG00000022254	1-3	4
BL22059	ENSDARG00000004561	1-3	4
BL22056	ENSDARG00000058105	1-2	1
BL22052	ENSDARG00000034309	1-1	1
BL96231	ENSDARG00000001835	1-1	1
BL21659	ENSDARG00000004952	1-1	1
BL21658	ENSDARG00000027589	1-3	3
BL21658	ENSDARG00000054438	1-3	3
BL21658	ENSDARG00000060004	1-3	3
BL21657	ENSDARG00000074727	1-1	1
BL06743	ENSDARG00000000906	1-2	2
BL06743	ENSDARG00000001498	1-2	2
BL06746	ENSDARG00000057426	1-1	1
BL23877	ENSDARG00000043856	1-2	1
BL23870	ENSDARG00000101062	1-1	1
BL23879	ENSDARG00000104311	1-3	4
BL23879	ENSDARG00000098873	1-3	4
BL23879	ENSDARG00000012949	1-3	4
BL23879	ENSDARG00000017266	1-3	4
BL24064	ENSDARG00000071683	1-4	4
BL24064	ENSDARG00000027109	1-4	4
BL24064	ENSDARG00000021455	1-4	4
BL24064	ENSDARG00000105177	1-4	4
BL24063	ENSDARG00000068123	1-1	1
BL01211	ENSDARG00000102417	1-1	1
BL11569	ENSDARG00000021048	1-1	1
BL23651	ENSDARG00000070471	1-2	2
BL23651	ENSDARG00000076718	1-2	2
BL05469	ENSDARG00000074087	1-1	1
BL03109	ENSDARG00000054362	1-1	1
BL03105	ENSDARG00000024967	1-1	1
BL23659	ENSDARG00000099258	1-1	1
BL07829	ENSDARG00000078111	1-1	1
BL28038	ENSDARG00000051914	1-1	1
BL02270	ENSDARG00000042520	1-2	1
BL07170	ENSDARG00000017605	1-1	1
BL07171	ENSDARG00000016038	1-2	2
BL07171	ENSDARG00000102221	1-2	2
BL07173	ENSDARG00000042894	1-1	1
BL07175	ENSDARG00000040926	1-2	3
BL07175	ENSDARG00000052695	1-2	3
BL07175	ENSDARG00000017168	1-2	3
BL06883	ENSDARG00000058451	1-2	1
BL06880	ENSDARG00000101618	1-1	1
BL06222	ENSDARG00000101438	1-1	1
BL02163	ENSDARG00000068398	1-1	1
BL05147	ENSDARG00000061197	1-1	1
BL05143	ENSDARG00000100162	1-1	1
BL05148	ENSDARG00000086618	1-1	1
BL10498	ENSDARG00000033610	1-1	1
BL96037	ENSDARG00000001249	1-1	1
BL96036	ENSDARG00000087921	1-1	1
BL16890	ENSDARG00000090342	1-2	2
BL16890	ENSDARG00000038538	1-2	2
BL16895	ENSDARG00000031890	1-4	2
BL16895	ENSDARG00000027316	1-4	2
BL16897	ENSDARG00000045900	1-1	1
BL16899	ENSDARG00000076068	1-3	3
BL16899	ENSDARG00000076076	1-3	3
BL16899	ENSDARG00000052114	1-3	3
BL10728	ENSDARG00000099742	1-1	1
BL16761	ENSDARG00000099118	1-1	1
BL03669	ENSDARG00000036774	1-1	2
BL03669	ENSDARG00000009610	1-1	2
BL16765	ENSDARG00000078652	1-1	2
BL16765	ENSDARG00000099779	1-1	2
BL16764	ENSDARG00000026941	1-1	1
BL54331	ENSDARG00000035544	1-2	2
BL54331	ENSDARG00000040566	1-2	2
BL09781	ENSDARG00000011777	1-2	2
BL09781	ENSDARG00000012729	1-2	2
BL95558	ENSDARG00000054748	1-1	2
BL95558	ENSDARG00000068716	1-1	2
BL09259	ENSDARG00000015822	1-3	3
BL09259	ENSDARG00000020693	1-3	3
BL09259	ENSDARG00000070012	1-3	3
BL09252	ENSDARG00000006911	1-2	3
BL09252	ENSDARG00000078507	1-2	3
BL09252	ENSDARG00000052910	1-2	3
BL17389	ENSDARG00000056258	1-1	1
BL17384	ENSDARG00000102657	1-2	3
BL17384	ENSDARG00000088663	1-2	3
BL17384	ENSDARG00000061854	1-2	3
BL13607	ENSDARG00000025091	1-3	3
BL13607	ENSDARG00000020944	1-3	3
BL13607	ENSDARG00000058128	1-3	3
BL13606	ENSDARG00000053890	1-1	1
BL15522	ENSDARG00000070723	1-1	1
BL23684	ENSDARG00000037183	1-4	6
BL23684	ENSDARG00000011797	1-4	6
BL23684	ENSDARG00000062830	1-4	6
BL23684	ENSDARG00000039943	1-4	6
BL23684	ENSDARG00000054641	1-4	6
BL23684	ENSDARG00000010437	1-4	6
BL23682	ENSDARG00000032056	1-1	1
BL20348	ENSDARG00000088753	1-1	1
BL20346	ENSDARG00000012982	1-1	2
BL20346	ENSDARG00000004184	1-1	2
BL23539	ENSDARG00000019156	1-1	1
BL23537	ENSDARG00000060308	1-1	1
BL25273	ENSDARG00000053934	1-1	1
BL02530	ENSDARG00000038297	1-1	1
BL07377	ENSDARG00000013522	1-2	2
BL07377	ENSDARG00000020956	1-2	2
BL07373	ENSDARG00000002690	1-1	1
BL07379	ENSDARG00000035987	1-1	1
BL19528	ENSDARG00000073902	1-1	2
BL19528	ENSDARG00000077495	1-1	2
BL19526	ENSDARG00000002745	1-1	2
BL19526	ENSDARG00000001463	1-1	2
BL19522	ENSDARG00000061411	1-1	1
BL76610	ENSDARG00000078762	1-1	2
BL76610	ENSDARG00000027131	1-1	2
BL21590	ENSDARG00000020261	1-2	1
BL21596	ENSDARG00000069386	1-1	1
BL21598	ENSDARG00000044627	1-1	1
BL46630	ENSDARG00000076548	1-1	3
BL46630	ENSDARG00000023214	1-1	3
BL46630	ENSDARG00000012005	1-1	3
BL01009	ENSDARG00000044942	1-1	1
BL01006	ENSDARG00000031971	1-2	2
BL01006	ENSDARG00000021408	1-2	2
BL01004	ENSDARG00000102674	1-1	1
BL01002	ENSDARG00000009170	1-1	1
BL01003	ENSDARG00000068830	1-1	1
BL01000	ENSDARG00000038207	1-1	1
BL11032	ENSDARG00000089836	1-1	1
BL11034	ENSDARG00000027538	1-1	1
BL11035	ENSDARG00000041402	1-1	1
BL12165	ENSDARG00000038518	1-1	1
BL12164	ENSDARG00000036625	1-1	1
BL12169	ENSDARG00000021509	1-2	2
BL12169	ENSDARG00000062063	1-2	2
BL00665	ENSDARG00000087538	1-1	1
BL00662	ENSDARG00000021973	1-1	1
BL04782	ENSDARG00000010331	1-1	1
BL04780	ENSDARG00000004405	1-2	2
BL04780	ENSDARG00000040474	1-2	2
BL04781	ENSDARG00000101161	1-1	1
BL07906	ENSDARG00000039338	1-1	1
BL16562	ENSDARG00000045372	1-1	1
BL16565	ENSDARG00000099380	1-2	1
BL03317	ENSDARG00000099021	1-1	1
BL06925	ENSDARG00000060027	1-1	1
BL06926	ENSDARG00000075416	1-1	1
BL58431	ENSDARG00000052122	1-1	1
BL12719	ENSDARG00000098934	1-1	1
BL13049	ENSDARG00000030367	1-2	3
BL13049	ENSDARG00000007289	1-2	3
BL13049	ENSDARG00000101914	1-2	3
BL13041	ENSDARG00000041560	1-1	1
BL13045	ENSDARG00000098972	1-1	1
BL13047	ENSDARG00000023299	1-1	2
BL13047	ENSDARG00000069878	1-1	2
BL09318	ENSDARG00000027403	1-1	1
BL09312	ENSDARG00000078752	1-1	1
BL09310	ENSDARG00000013472	1-1	1
BL95807	ENSDARG00000036279	1-3	2
BL95807	ENSDARG00000093572	1-3	2
BL09863	ENSDARG00000012790	1-2	2
BL09863	ENSDARG00000055989	1-2	2
BL09867	ENSDARG00000030448	1-3	1
BL11370	ENSDARG00000096777	1-1	1
BL11374	ENSDARG00000087554	1-1	1
BL08731	ENSDARG00000004527	1-1	1
BL00505	ENSDARG00000019137	1-2	3
BL00505	ENSDARG00000037813	1-2	3
BL00505	ENSDARG00000030092	1-2	3
BL00502	ENSDARG00000039203	1-1	2
BL00502	ENSDARG00000053753	1-1	2
BL14647	ENSDARG00000054288	1-2	1
BL19231	ENSDARG00000017657	1-1	1
BL12056	ENSDARG00000011801	1-1	1
BL18035	ENSDARG00000087893	1-1	1
BL18037	ENSDARG00000101622	1-1	1
BL03419	ENSDARG00000079013	1-2	1
BL15881	ENSDARG00000012378	1-1	1
BL14598	ENSDARG00000091962	1-1	1
BL14596	ENSDARG00000020890	1-4	3
BL14596	ENSDARG00000078318	1-4	3
BL14596	ENSDARG00000002571	1-4	3
BL14597	ENSDARG00000098936	1-3	4
BL14597	ENSDARG00000076027	1-3	4
BL14597	ENSDARG00000074131	1-3	4
BL14597	ENSDARG00000103394	1-3	4
BL14595	ENSDARG00000008936	1-2	1
BL05814	ENSDARG00000067920	1-2	3
BL05814	ENSDARG00000068628	1-2	3
BL05814	ENSDARG00000103934	1-2	3
BL05812	ENSDARG00000014274	1-1	1
BL14048	ENSDARG00000030602	1-1	1
BL14045	ENSDARG00000038106	1-1	1
BL14046	ENSDARG00000100317	1-2	2
BL14046	ENSDARG00000028664	1-2	2
BL00157	ENSDARG00000005251	1-1	1
BL00156	ENSDARG00000018891	1-1	1
BL15314	ENSDARG00000103313	1-2	3
BL15314	ENSDARG00000099996	1-2	3
BL15314	ENSDARG00000056328	1-2	3
BL15313	ENSDARG00000059557	1-2	2
BL15313	ENSDARG00000061248	1-2	2
BL15312	ENSDARG00000008447	1-2	2
BL15312	ENSDARG00000028396	1-2	2
BL15310	ENSDARG00000098726	1-1	1
BL18592	ENSDARG00000036929	1-1	1
BL18597	ENSDARG00000060506	1-2	1
BL18595	ENSDARG00000019360	1-2	2
BL18595	ENSDARG00000104230	1-2	2
BL18599	ENSDARG00000074166	1-1	1
BL20139	ENSDARG00000077753	1-1	1
BL20136	ENSDARG00000058486	1-1	1
BL20134	ENSDARG00000042091	1-2	2
BL20134	ENSDARG00000104653	1-2	2
BL22805	ENSDARG00000105159	1-2	2
BL22805	ENSDARG00000030687	1-2	2
BL07506	ENSDARG00000044073	1-1	1
BL01908	ENSDARG00000101908	1-2	2
BL01908	ENSDARG00000007711	1-2	2
BL01907	ENSDARG00000005897	1-1	1
BL30468	ENSDARG00000101259	1-1	1
BL06677	ENSDARG00000035741	1-1	1
BL06678	ENSDARG00000025012	1-1	2
BL06678	ENSDARG00000040988	1-1	2
BL10222	ENSDARG00000062636	1-1	1
BL10598	ENSDARG00000098486	1-1	1
BL10590	ENSDARG00000098186	1-1	1
BL10594	ENSDARG00000076169	1-1	1
BL96140	ENSDARG00000074255	1-2	3
BL96140	ENSDARG00000009939	1-2	3
BL96140	ENSDARG00000078599	1-2	3
BL10993	ENSDARG00000015460	1-1	2
BL10993	ENSDARG00000055934	1-1	2
BL11174	ENSDARG00000012986	1-1	1
BL05598	ENSDARG00000098679	1-1	1
BL05599	ENSDARG00000038768	1-1	1
BL03439	ENSDARG00000018914	1-2	2
BL03439	ENSDARG00000007034	1-2	2
BL04429	ENSDARG00000025972	1-2	1
BL04424	ENSDARG00000034313	1-1	1
BL02748	ENSDARG00000043105	1-1	1
BL07999	ENSDARG00000043797	1-1	1
BL97400	ENSDARG00000029043	1-1	1
BL97408	ENSDARG00000056677	1-2	3
BL97408	ENSDARG00000052334	1-2	3
BL97408	ENSDARG00000052336	1-2	3
BL16332	ENSDARG00000077029	1-2	2
BL16332	ENSDARG00000078825	1-2	2
BL12521	ENSDARG00000100810	1-1	2
BL12521	ENSDARG00000089616	1-1	2
BL12523	ENSDARG00000095750	1-1	1
BL12524	ENSDARG00000099663	1-1	2
BL12524	ENSDARG00000088383	1-1	2
BL95809	ENSDARG00000088795	1-3	2
BL95809	ENSDARG00000099979	1-3	2
BL23015	ENSDARG00000004306	1-1	1
BL23017	ENSDARG00000035913	1-1	1
BL23011	ENSDARG00000010194	1-1	2
BL23011	ENSDARG00000017439	1-1	2
BL14200	ENSDARG00000077467	1-2	2
BL14200	ENSDARG00000003293	1-2	2
BL12503	ENSDARG00000075612	1-1	1
BL17752	ENSDARG00000039851	1-1	1
BL10962	ENSDARG00000016212	1-1	1
BL10961	ENSDARG00000077314	1-1	1
BL10960	ENSDARG00000019945	1-3	5
BL10960	ENSDARG00000103479	1-3	5
BL10960	ENSDARG00000059738	1-3	5
BL10960	ENSDARG00000104937	1-3	5
BL10960	ENSDARG00000005754	1-3	5
BL10966	ENSDARG00000077878	1-1	2
BL10966	ENSDARG00000062251	1-1	2
BL22769	ENSDARG00000010948	1-1	1
BL09121	ENSDARG00000003069	1-1	1
BL09120	ENSDARG00000043561	1-1	2
BL09120	ENSDARG00000030537	1-1	2
BL09127	ENSDARG00000045160	1-1	2
BL09127	ENSDARG00000025436	1-1	2
BL76464	ENSDARG00000003398	1-1	2
BL76464	ENSDARG00000052091	1-1	2
BL96722	ENSDARG00000079478	1-2	2
BL96722	ENSDARG00000091619	1-2	2
BL24353	ENSDARG00000062330	1-1	1
BL26847	ENSDARG00000058828	1-1	1
BL19951	ENSDARG00000060153	1-1	1
BL19950	ENSDARG00000060058	1-1	2
BL19950	ENSDARG00000089724	1-1	2
BL19953	ENSDARG00000036064	1-1	1
BL15924	ENSDARG00000019223	1-1	2
BL15924	ENSDARG00000018319	1-1	2
BL15920	ENSDARG00000042825	1-1	1
BL15921	ENSDARG00000069485	1-1	2
BL15921	ENSDARG00000052624	1-1	2
BL15928	ENSDARG00000053365	1-1	1
BL31291	ENSDARG00000009250	1-1	1
BL17279	ENSDARG00000018814	1-2	2
BL17279	ENSDARG00000011245	1-2	2
BL22846	ENSDARG00000060102	1-1	1
BL19139	ENSDARG00000015126	1-2	1
BL19136	ENSDARG00000037067	1-1	1
BL21183	ENSDARG00000001729	1-3	3
BL21183	ENSDARG00000100011	1-3	3
BL21183	ENSDARG00000102902	1-3	3
BL23785	ENSDARG00000058280	1-1	1
BL21452	ENSDARG00000003486	1-2	3
BL21452	ENSDARG00000099226	1-2	3
BL21452	ENSDARG00000071566	1-2	3
BL21451	ENSDARG00000038865	1-1	1
BL02446	ENSDARG00000075530	1-1	1
BL02445	ENSDARG00000010596	1-1	1
BL07716	ENSDARG00000043453	1-1	1
BL13943	ENSDARG00000058962	1-1	1
BL13949	ENSDARG00000101959	1-3	4
BL13949	ENSDARG00000018303	1-3	4
BL13949	ENSDARG00000069763	1-3	4
BL13949	ENSDARG00000044511	1-3	4
BL01710	ENSDARG00000016611	1-3	2
BL01710	ENSDARG00000043497	1-3	2
BL01711	ENSDARG00000062664	1-1	1
BL10416	ENSDARG00000039489	1-2	3
BL10416	ENSDARG00000061915	1-2	3
BL10416	ENSDARG00000042791	1-2	3
BL10414	ENSDARG00000045873	1-2	3
BL10414	ENSDARG00000037353	1-2	3
BL10414	ENSDARG00000078688	1-2	3
BL10412	ENSDARG00000005476	1-2	3
BL10412	ENSDARG00000001879	1-2	3
BL10412	ENSDARG00000073688	1-2	3
BL10411	ENSDARG00000063153	1-3	4
BL10411	ENSDARG00000067727	1-3	4
BL10411	ENSDARG00000061352	1-3	4
BL10411	ENSDARG00000062510	1-3	4
BL16811	ENSDARG00000051754	1-2	2
BL16811	ENSDARG00000076055	1-2	2
BL08548	ENSDARG00000101636	1-1	2
BL08548	ENSDARG00000101736	1-1	2
BL00397	ENSDARG00000098916	1-1	1
BL04676	ENSDARG00000059887	1-1	1
BL04672	ENSDARG00000013025	1-3	2
BL04672	ENSDARG00000017931	1-3	2
BL00971	ENSDARG00000036338	1-1	1
BL02536	ENSDARG00000060374	1-1	1
BL16103	ENSDARG00000103683	1-2	2
BL16103	ENSDARG00000078106	1-2	2
BL16102	ENSDARG00000102307	1-1	1
BL95619	ENSDARG00000062195	1-1	1
BL17478	ENSDARG00000055138	1-4	5
BL17478	ENSDARG00000038784	1-4	5
BL17478	ENSDARG00000052746	1-4	5
BL17478	ENSDARG00000101317	1-4	5
BL17478	ENSDARG00000058323	1-4	5
BL17474	ENSDARG00000021753	1-1	1
BL13681	ENSDARG00000003027	1-1	1
BL23608	ENSDARG00000058968	1-1	1
BL23604	ENSDARG00000031202	1-1	1
BL23601	ENSDARG00000078789	1-1	1
BL23602	ENSDARG00000059510	1-1	1
BL09089	ENSDARG00000020448	1-1	1
BL09082	ENSDARG00000042530	1-1	1
BL11860	ENSDARG00000070083	1-1	1
BL11862	ENSDARG00000087528	1-1	1
BL11867	ENSDARG00000073944	1-3	3
BL11867	ENSDARG00000103057	1-3	3
BL11867	ENSDARG00000075542	1-3	3
BL24490	ENSDARG00000053481	1-2	3
BL24490	ENSDARG00000093659	1-2	3
BL24490	ENSDARG00000008757	1-2	3
BL07027	ENSDARG00000069435	1-1	1
BL22261	ENSDARG00000079917	1-2	4
BL22261	ENSDARG00000045596	1-2	4
BL22261	ENSDARG00000045485	1-2	4
BL22261	ENSDARG00000003193	1-2	4
BL21510	ENSDARG00000016173	1-1	1
BL21516	ENSDARG00000100677	1-1	2
BL21516	ENSDARG00000028541	1-1	2
BL21514	ENSDARG00000098518	1-1	1
BL21515	ENSDARG00000007207	1-2	2
BL21515	ENSDARG00000003757	1-2	2
BL08023	ENSDARG00000100916	1-1	1
BL08022	ENSDARG00000058020	1-1	1
BL06025	ENSDARG00000014976	1-2	2
BL06025	ENSDARG00000026985	1-2	2
BL06020	ENSDARG00000017055	1-1	1
BL06022	ENSDARG00000039213	1-1	1
BL17159	ENSDARG00000103953	1-2	1
BL01086	ENSDARG00000016161	1-1	1
BL01085	ENSDARG00000074401	1-1	2
BL01085	ENSDARG00000078770	1-1	2
BL01080	ENSDARG00000056127	1-1	1
BL01088	ENSDARG00000098441	1-1	1
BL84217	ENSDARG00000037070	1-1	1
BL05702	ENSDARG00000013302	1-2	2
BL05702	ENSDARG00000091511	1-2	2
BL04074	ENSDARG00000005640	1-1	1
BL04076	ENSDARG00000100558	1-1	1
BL04077	ENSDARG00000008575	1-1	1
BL04072	ENSDARG00000044136	1-1	1
BL04073	ENSDARG00000068983	1-1	1
BL07035	ENSDARG00000061385	1-1	1
BL07036	ENSDARG00000019404	1-1	1
BL02049	ENSDARG00000099933	1-2	3
BL02049	ENSDARG00000009685	1-2	3
BL02049	ENSDARG00000030441	1-2	3
BL07038	ENSDARG00000075380	1-1	1
BL12975	ENSDARG00000020454	1-1	1
BL12979	ENSDARG00000027418	1-1	1
BL06344	ENSDARG00000103025	1-2	1
BL03839	ENSDARG00000078092	1-2	1
BL03833	ENSDARG00000041113	1-1	1
BL03835	ENSDARG00000103670	1-1	1
BL03834	ENSDARG00000006567	1-1	1
BL95186	ENSDARG00000002947	1-1	2
BL95186	ENSDARG00000104085	1-1	2
BL95188	ENSDARG00000029795	1-1	1
BL05065	ENSDARG00000016153	1-1	1
BL02879	ENSDARG00000077072	1-1	1
BL00581	ENSDARG00000089567	1-2	2
BL00581	ENSDARG00000017423	1-2	2
BL16602	ENSDARG00000009753	1-1	1
BL16605	ENSDARG00000008433	1-2	2
BL16605	ENSDARG00000103643	1-2	2
BL03059	ENSDARG00000056080	1-1	2
BL03059	ENSDARG00000073741	1-1	2
BL03052	ENSDARG00000077119	1-1	1
BL23391	ENSDARG00000006316	1-2	1
BL13721	ENSDARG00000027501	1-2	2
BL13721	ENSDARG00000016163	1-2	2
BL22441	ENSDARG00000025593	1-1	1
BL22442	ENSDARG00000051953	1-1	1
BL14516	ENSDARG00000038270	1-1	1
BL14517	ENSDARG00000038667	1-1	1
BL14515	ENSDARG00000020679	1-1	1
BL14513	ENSDARG00000104246	1-1	2
BL14513	ENSDARG00000098334	1-1	2
BL14519	ENSDARG00000021550	1-2	3
BL14519	ENSDARG00000020001	1-2	3
BL14519	ENSDARG00000058984	1-2	3
BL02633	ENSDARG00000059322	1-1	1
BL15399	ENSDARG00000017982	1-1	1
BL15393	ENSDARG00000069742	1-1	2
BL15393	ENSDARG00000004260	1-1	2
BL15392	ENSDARG00000045364	1-1	1
BL18513	ENSDARG00000087452	1-3	4
BL18513	ENSDARG00000044083	1-3	4
BL18513	ENSDARG00000029045	1-3	4
BL18513	ENSDARG00000003041	1-3	4
BL18510	ENSDARG00000022232	1-1	1
BL24841	ENSDARG00000031600	1-2	4
BL24841	ENSDARG00000044534	1-2	4
BL24841	ENSDARG00000037603	1-2	4
BL24841	ENSDARG00000091135	1-2	4
BL24849	ENSDARG00000077253	1-1	1
